# rho	    A	        veq	       Qeq	  
148.0	  0.0480	 1.01	       149.3 
149.0	  0.0480	 0.92	       136.9 
150.0	  0.0480	 0.83	       124.5 
151.0	  0.0480	 0.74	       112.1 
152.0	  0.0480	 0.66	       99.7 
153.0	  0.0480	 0.57	       87.3 
154.0	  0.0480	 0.49	       74.8 
155.0	  0.0480	 0.40	       62.4 
156.0	  0.0480	 0.32	       49.9 
157.0	  0.0480	 0.24	       37.5 
158.0	  0.0480	 0.16	       25.0 
159.0	  0.0480	 0.08	       12.5 
160.0	  0.0480	 0.00	       0.0 
