# rho	    A	        veq	       Qeq	  
73.5	  0.0319	 17.92	       1317.3 
74.4	  0.0319	 17.51	       1302.2 
75.3	  0.0319	 17.10	       1287.1 
76.1	  0.0319	 16.71	       1271.9 
77.0	  0.0319	 16.32	       1256.6 
77.9	  0.0319	 15.94	       1241.2 
78.8	  0.0319	 15.56	       1225.7 
79.6	  0.0319	 15.20	       1210.2 
80.5	  0.0319	 14.84	       1194.6 
81.4	  0.0320	 14.49	       1178.9 
82.3	  0.0320	 14.14	       1163.1 
83.1	  0.0320	 13.80	       1147.2 
84.0	  0.0320	 13.47	       1131.2 
84.9	  0.0320	 13.14	       1115.2 
85.8	  0.0320	 12.82	       1099.1 
86.6	  0.0320	 12.50	       1082.9 
87.5	  0.0320	 12.19	       1066.7 
88.4	  0.0320	 11.88	       1050.3 
89.3	  0.0320	 11.58	       1033.9 
90.1	  0.0320	 11.29	       1017.5 
91.0	  0.0320	 11.00	       1000.9 
91.9	  0.0320	 10.71	       984.3 
92.8	  0.0320	 10.43	       967.6 
93.6	  0.0320	 10.16	       950.9 
94.5	  0.0320	 9.88	       934.1 
95.4	  0.0320	 9.62	       917.2 
96.3	  0.0320	 9.35	       900.3 
97.1	  0.0320	 9.09	       883.3 
98.0	  0.0320	 8.84	       866.3 
98.9	  0.0320	 8.59	       849.2 
99.8	  0.0320	 8.34	       832.0 
100.6	  0.0320	 8.10	       814.8 
101.5	  0.0320	 7.86	       797.6 
102.4	  0.0320	 7.62	       780.3 
103.3	  0.0320	 7.39	       762.9 
104.1	  0.0320	 7.16	       745.5 
105.0	  0.0320	 6.93	       728.0 
105.9	  0.0320	 6.71	       710.5 
106.8	  0.0320	 6.49	       693.0 
107.6	  0.0320	 6.28	       675.4 
108.5	  0.0320	 6.06	       657.7 
109.4	  0.0320	 5.85	       640.1 
110.2	  0.0320	 5.64	       622.3 
111.1	  0.0320	 5.44	       604.6 
112.0	  0.0320	 5.24	       586.8 
112.9	  0.0320	 5.04	       568.9 
113.8	  0.0320	 4.84	       551.0 
114.6	  0.0320	 4.65	       533.1 
115.5	  0.0320	 4.46	       515.2 
116.4	  0.0320	 4.27	       497.2 
117.2	  0.0320	 4.09	       479.1 
118.1	  0.0320	 3.90	       461.1 
119.0	  0.0320	 3.72	       443.0 
119.9	  0.0320	 3.54	       424.8 
120.8	  0.0320	 3.37	       406.7 
121.6	  0.0320	 3.19	       388.5 
122.5	  0.0320	 3.02	       370.2 
123.4	  0.0320	 2.85	       352.0 
124.3	  0.0320	 2.69	       333.7 
125.1	  0.0320	 2.52	       315.4 
126.0	  0.0320	 2.36	       297.0 
126.9	  0.0320	 2.20	       278.7 
127.8	  0.0320	 2.04	       260.3 
128.6	  0.0320	 1.88	       241.8 
129.5	  0.0320	 1.72	       223.4 
130.4	  0.0320	 1.57	       204.9 
131.3	  0.0320	 1.42	       186.4 
132.1	  0.0320	 1.27	       167.9 
133.0	  0.0320	 1.12	       149.3 
133.9	  0.0320	 0.98	       130.7 
134.8	  0.0320	 0.83	       112.1 
135.6	  0.0320	 0.69	       93.5 
136.5	  0.0320	 0.55	       74.8 
137.4	  0.0320	 0.41	       56.2 
138.2	  0.0320	 0.27	       37.5 
139.1	  0.0320	 0.13	       18.7 
140.0	  0.0320	 0.00	       0.0 
