# rho	    A	        veq	       Qeq	  
94.4	  0.0480	 0.00	       0.0 
95.0	  0.0480	 0.00	       0.0 
95.6	  0.0480	 0.00	       0.0 
96.2	  0.0480	 0.00	       0.0 
96.9	  0.0480	 0.00	       0.0 
97.5	  0.0480	 0.00	       0.0 
98.1	  0.0480	 0.00	       0.0 
98.8	  0.0480	 0.00	       0.0 
99.4	  0.0480	 0.00	       0.0 
100.0	  0.0480	 0.00	       0.0 
